t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
94,12,2,94,12,2,94,12,2,94,12,2,94,12,2,94,12,2,94,12,2,94,12,2,94,12,2,94,12,2,94,12,2,94,12,2,94,12,2,9,50,44,25,8,38,3,49,36,14,14,130,130,105,105,105,105,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,25,25,25,25,109,3,25,3,3,3,3,105,57,59,3,3,105,3,3,3,130
4,95,3,30,7,90,121,3,3,4,95,3,30,7,90,121,3,3,4,95,3,4,95,3,30,7,90,121,3,3,4,95,3,30,104,3,4,95,3,30,104,3,4,95,3,30,7,90,121,3,3,4,95,3,30,104,3,4,95,3,4,95,3,4,95,3,30,104,3,4,95,3,30,104,3,4,3,2,2,6,10,10,3,2,2,2,2,2,2,2,2,6,10,10,3,2,2,2,2,2
140,3,140,140,140,140,3,18,105,3,117,31,25,31,40,18,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,105,105,105,105,105,105,3,3,25,25,25,25,25,25,109,3,3,109,3,109,3,3,3,105,18,3,18,19,19,7,3,3,3,3,3,109,3,25,3,3,3,3,3,3,3,105,57,59,3,3,105,3,3,3,130
15,15,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,19,105,105,130,130,3,109,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,11,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,11,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
18,15,15,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,46,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,109,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,3,3,105,57,59,3,3,3,3,130
113,107,3,3,14,14,14,49,122,95,49,57,46,112,43,43,43,141,14,14,40,141,14,57,59,3,14,18,18,18,18,3,3,46,59,3,40,14,14,14,186,67,70,72,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,65,14,8,17,3,117,3,3,28,77,146,3,130
14,14,14,14,189,40,40,122,40,49,50,44,25,50,44,25,27,32,25,3,3,40,40,2,70,72,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,30,3,65,158,38,158,38,7,115,7,115,7,115,7,115,7,115,121,3,130,130,3,3,3,3,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,3,130
18,18,18,18,18,18,18,18,18,18,18,18,40,18,18,18,18,18,18,18,18,18,18,18,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,28,3,23,69,82,38,8,38,8,162,3,38,9,36,14,14,130,130,3,105,57,59,3,3,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,50,50,63,63,25,75,65,8,21,81,8,17,17,17,17,17,17,17,17,3,75,40,49,130,130,3,105,57,59,3,3,3,3,130
7,27,27,27,27,81,40,18,18,18,18,18,18,49,40,18,18,18,18,18,40,40,40,40,40,40,18,40,18,14,18,50,50,8,94,29,21,9,2,9,50,44,25,8,38,3,49,36,14,14,130,130,105,105,105,105,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,25,25,25,25,109,3,25,3,3,3,3,105,57,59,3,3,105,3,3,3,130
15,15,80,82,80,82,7,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,109,3,109,3,3,109,3,3,3,3,3,3,3,19,3,3,19,19,105,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,30,76,14,18,14,18,7,43,90,2,7,43,90,2,121,14,18,18,7,43,90,2,7,43,90,2,7,43,90,2,7,43,90,2,121,19,19,19,19,3,19,130,130,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,105,57,59,3,3,3,3,130
95,181,125,125,3,40,18,40,112,50,44,25,57,59,3,57,59,3,57,59,3,27,187,57,57,59,3,76,7,18,76,154,3,7,27,27,25,32,25,27,27,25,32,25,76,3,154,3,27,27,25,32,25,27,27,25,32,25,76,3,154,3,27,27,25,32,25,27,27,25,32,25,18,140,140,3,140,140,3,140,140,140,140,3,18,105,3,117,31,126,3,277,126,76,76,3,3,3,3,3
33,15,15,33,33,11,33,33,15,15,33,33,11,33,33,15,15,33,33,11,33,33,15,15,33,33,11,33,33,15,15,33,33,11,33,33,15,15,33,33,11,33,33,15,15,33,33,11,33,33,15,15,33,33,11,33,33,15,15,33,33,11,33,33,15,15,33,33,11,33,33,15,15,33,33,11,33,33,15,15,33,33,11,33,33,15,15,33,34,33,34,11,33,34,33,34,15,15,33,34
45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39,45,79,120,39
4,4,4,4,4,4,4,4,4,4,3,70,72,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,30,76,14,18,18,7,43,90,2,7,43,90,2,7,43,90,2,7,43,90,2,121,19,19,19,19,3,19,130,130,3,3,3,3,3,3,3,3,3,3,109,3,25,3,3,3,105,57,59,3,3,3,3,130
17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,5,17,3,5,3,105,24,14,14,130,130,3,3,3,3,3,3,109,3,3,3,105,18,3,3,3,3,18,3,3,3,3,3,109,3,25,3,3,3,3,105,57,59,3,3,3,3,3,130
56,25,18,31,173,185,130,130,3,3,3,3,3,109,3,105,105,105,105,105,105,3,3,109,3,3,109,3,109,3,3,3,105,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,3,3,3,3,3,3,25,25,25,25,25,3,3,3,3,3,18,3,3,3,3,3,109,3,25,3,3,14,18,14,18,105,57,59,3,3,3,3,3,130
42,25,63,42,25,193,189,70,72,4,4,4,3,30,76,50,44,25,20,30,76,14,18,18,18,7,43,90,2,7,43,90,2,121,19,19,117,2,7,43,90,2,14,18,18,18,18,18,18,7,43,90,2,7,43,90,2,7,43,90,2,121,3,19,19,19,3,38,20,30,76,14,18,18,18,7,43,90,2,7,43,90,2,121,19,19,130,130,3,3,3,105,57,59,3,3,3,3,3,130
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,14,14,130,130,3,105,57,59,3,3,3,3,130
15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,65,6,9,8,62,17,3,117,15,15,15,15,15,15,15,15,15,15,2,33,71,15,15,15,15,15,15,15,15,15,15,71,3,135,3,3,2,3,3,19,130,130,109,3,3,3,3,3,3,3,3,3,3,3,19,19,19,19,19,7,3,14,18,14,18,105,57,59,3,3,3,3,130
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,40,18,12,29,40,29,18,29,40,29,18,18,12,12,12,12,29,40,29,18,12,113,107,3,7,19,3,3,109,3,3,130,130,3,3,3,105,105,105,105,2,33,2,173,19,19,2,135,105,19,3,3,19,19,105,3,105,57,59,3,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,14,18,18,14,18,18,18,18,7,14,18,18,14,18,14,18,14,18,14,14,40,18,14,18,14,18,14,14,49,50,44,25,50,44,25,27,32,25,3,3,40,18,14,14,122,40,18,43,43,43,12,130
18,18,18,18,81,53,53,53,53,53,53,53,53,53,40,18,18,18,18,18,18,104,3,53,53,53,53,53,53,53,53,53,53,53,23,82,69,40,18,18,125,8,113,107,3,3,95,21,6,8,22,35,5,3,10,3,6,9,38,36,2,36,8,113,107,3,12,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,18,14,18,3,105,57,59,3,3,3,3,3,130
105,105,25,3,105,33,120,7,19,7,40,18,7,19,7,40,18,40,18,40,18,40,18,122,40,18,40,18,93,27,27,32,32,25,25,93,27,27,32,32,25,25,93,27,27,27,32,32,25,25,40,18,40,18,18,18,93,27,27,32,32,25,25,18,26,25,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,40,18,105,105,105,105,105,105,25,3,105,33
12,12,12,12,12,12,12,12,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,8,62,8,3,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,8,62,8,3,12,28,3,28,3,21,53,12
25,32,32,32,15,25,15,101,101,101,132,107,109,3,101,101,3,57,27,25,103,25,27,32,25,14,80,80,7,40,18,18,18,18,144,18,18,39,7,18,8,146,86,75,3,18,91,86,144,18,41,144,39,7,7,7,86,91,86,76,7,144,41,144,39,7,86,91,86,144,41,144,39,86,91,86,76,144,41,144,39,86,91,86,144,41,144,39,86,91,86,3,3,144,41,144,39,86,91,86
15,15,80,82,80,82,7,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,105,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,109,3,109,3,3,3,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
6,8,62,8,3,12,12,6,8,62,8,3,12,12,6,8,62,8,3,12,12,6,8,62,8,3,12,12,6,12,8,62,8,3,12,12,6,8,62,8,3,12,12,15,70,72,4,4,4,4,4,4,4,4,4,15,15,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,117,12,12,63,42,25,63,42,25,6
18,18,18,18,81,53,53,53,53,53,53,53,53,53,40,18,18,18,18,18,18,104,3,53,53,53,53,53,53,53,53,53,53,53,23,82,69,40,18,18,125,8,113,107,3,3,95,21,6,8,22,35,5,3,10,3,6,9,38,36,2,36,8,113,107,3,12,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,18,14,18,105,57,59,3,3,3,3,3,130
21,29,29,21,29,29,21,29,29,21,29,29,21,29,29,21,29,29,21,29,29,21,29,29,21,29,29,21,29,29,21,29,21,6,12,12,12,12,12,12,6,8,62,17,3,3,109,3,3,109,3,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,105,2,33,2,173,19,19,2,135,105,130,130,3,109,3,3,3,19,3,3,19,19,3,3,105,57,59,3,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,21,38,8,38,10,28,3,6,21,38,8,38,10,21,38,8,38,21,38,8,38,21,38,8,38,21,38,8,38,21,38,8,38,21,38,8,38,21,38,8,38,21,38,8,38,21,38,8,38,21,38,8,38,21,38,8,38,10,28,3,110,130,130,19,3,3,3,7,19,3,3,105,57,59,3,3,3,3,130
3,3,7,67,3,132,107,109,3,7,27,103,27,103,27,103,27,103,27,103,103,25,103,27,103,27,103,103,103,103,103,103,103,25,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,25,3,57,27,25,32,32,32,15,25,15,101,101,7,101,132,107,109,3,101,101,3,57,27,25,103,25,27,32,25,7,7,14,80,80,7,15,15,15,15,15,15,2,76,3,3,3
15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,12,3,109,3,3,109,3,14,80,82,80,82,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,105,3,33,173,3,105,135,19,19,2,135,105,105,130,130,3,109,3,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
18,18,18,18,40,18,40,18,40,18,40,18,2,49,7,19,7,122,14,18,18,18,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,18,7,7,185,185,14,14,130,130,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,130
107,109,3,101,101,3,57,27,25,103,25,27,32,25,27,14,80,80,29,40,29,18,29,40,29,18,53,105,12,12,40,18,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,3,33,173,3,105,135,19,19,2,135,105,105,130,130,109,3,3,109,3,3,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
18,15,15,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,109,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,104,3,26,20,39,45,41,2,26,20,39,45,41,2,2,104,3,70,72,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,104,3,26,20,39,45,41,3,3,2,26,20,39,45,41,2
5,35,113,122,107,7,25,25,25,25,18,50,44,44,25,29,40,29,18,29,21,6,3,6,3,6,3,29,3,109,3,184,23,82,69,7,7,29,40,29,18,29,40,29,18,117,19,105,105,105,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,105,2,33,2,173,19,19,2,135,105,130,130,3,109,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
0,0,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,70,4,4,4,4,4,4,4,4,4,4,4,30,3,40,18,40,18,40,18,40,18,40,18,40,18,16,40,18,40,18,23,69,82,43,14,18,14,18,20,30,7,90,7,90,7,90,7,90,121,16,148,30,214,14,18,14,18,14,18,7,90,7,90,7,90,121,3,3,130,130,3,3,105,57,59,3,3,3,3,130
27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,25,3,57,19,19,27,25,32,32,32,15,25,7,15,101,101,101,132,107,109,3,101,101,3,57,27,25,103,25,27,32,25,14,80,80,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,7,27,27,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,25,25,18,71,71
49,122,57,59,59,3,95,49,57,46,112,43,43,43,141,14,14,40,141,14,57,59,3,14,18,18,18,18,3,3,46,59,3,40,18,18,14,18,18,18,18,18,18,18,18,18,14,14,40,18,18,14,14,122,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,14,14,40,18,14,18,3,3,43,43,19,130,130,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,130
8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,20,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,20,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12
16,16,16,16,16,16,16,16,3,30,3,30,30,3,30,30,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,3,30,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,3,3,3,49,2,76,49,49,49,49,49,49,3,3,49,49,49,49,49,49,49,49,3,3,3,3,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,40,18,18,18,18,18,49,122,57,59,59,3,95,49,57,46,112,43,43,43,141,14,14,40,141,14,57,59,3,14,18,18,18,18,3,3,46,59,3,40,18,18,7,7,19,14,18,18,43,43,43,43,19,40,18,18,18,18,18,18,18,18,18,43,8,35,7,5,19,3,12,130
25,103,27,103,27,103,103,103,103,103,103,103,25,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,25,3,57,27,25,32,32,32,15,25,15,101,101,101,132,107,109,3,101,101,3,57,27,25,103,25,27,32,25,27,14,80,80,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71
18,15,15,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,109,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
7,14,18,18,122,122,122,40,101,7,27,27,27,27,81,40,18,18,18,18,18,18,49,40,18,18,18,18,18,40,18,29,40,40,21,40,9,2,40,9,40,50,44,25,8,40,38,3,49,36,14,14,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,25,25,25,25,109,3,25,3,3,3,3,3,3,105,57,59,3,3,105,3,3,3,130
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,109,3,3,3,105,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,109,3,109,3,3,3,3,3,3,105,57,59,3,3,105,3,3,3,130
15,15,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,19,105,105,130,130,3,109,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
2,68,2,68,76,3,3,3,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68,3,3,2,68,2,68,2,68,2,68,2,68,2,68,2,68,2,68
33,33,33,33,33,33,33,33,76,3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3,3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
0,0,0,0,0,0,0,0,0,40,18,18,18,18,18,49,122,57,59,59,3,95,49,57,46,112,43,43,43,141,14,14,40,141,14,57,59,3,14,18,18,18,18,57,59,59,57,59,3,57,119,57,59,59,3,119,3,57,57,3,57,57,57,152,3,3,57,3,57,57,57,152,3,3,57,3,57,57,57,59,3,3,57,3,57,57,59,59,3,3,3,3,46,59,3,40,18,18,12,130
4,4,4,4,4,4,4,4,4,3,70,72,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,30,76,14,18,18,7,43,90,2,7,43,90,2,7,43,90,2,7,43,90,2,121,19,19,19,19,3,75,3,19,130,130,3,3,3,3,3,3,3,3,3,3,109,3,25,3,3,3,105,57,59,3,3,3,3,130
0,0,0,0,0,0,7,19,7,7,7,7,62,62,62,158,50,8,8,62,3,6,6,8,62,22,22,22,22,7,5,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,130,130,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,130
22,22,5,35,113,122,107,25,25,25,25,18,50,44,44,25,29,40,29,18,29,21,6,3,6,3,6,3,29,3,109,3,184,23,82,69,7,7,29,40,29,18,29,40,29,18,117,105,105,105,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,105,2,33,2,173,19,19,2,135,105,130,130,3,109,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
4,4,4,4,4,4,4,4,4,4,4,4,3,104,3,5,2,2,14,18,79,5,3,8,5,2,2,14,18,79,2,2,14,18,79,5,2,2,104,3,70,72,4,4,4,4,4,30,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,104,3,5,3,8,5,2,14,18,79,2,2,14,18,79,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,77,146,3,9,10,9,38,117,130,130,3,105,57,59,3,3,3,3,130,6,9,38,117,130,130,3,105,57,59,3,3,3,3,130
15,15,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,2,33,71,15,15,15,15,15,15,71,3,135,3,3,2,3,3,19,130,130,7,109,3,3,3,3,3,3,3,3,3,3,3,3,14,18,14,18,105,57,59,3,3,3,3,130
0,0,0,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,18,40,18,70,72,3,57,59,3,57,59,3,40,18,18,125,8,113,107,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,65,8,117,130,130,3,3,3,105,57,59,3,3,3,3,130
29,18,63,25,50,29,40,29,18,42,25,50,44,12,25,63,25,50,42,25,38,12,29,40,29,18,9,38,12,38,12,9,38,12,9,117,12,12,12,105,105,105,105,105,105,105,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,2,33,2,173,19,19,2,135,105,130,130,3,109,3,109,3,3,3,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,40,18,18,18,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,18,18,18,40,18,18,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,19,130,130,3,105,57,59,3,3,3,3,130
107,3,3,15,25,15,101,101,101,132,107,109,3,101,101,3,57,27,25,103,25,7,7,27,32,25,27,14,80,80,71,15,15,15,15,71,71,15,15,15,15,71,15,15,15,15,71,75,3,120,39,66,26,110,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,3,130
3,30,30,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,3,30,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,3,30,30
